time,v_d_ideal,v_q_ideal,v_d_notch,v_q_notch,v_d_ddrrf,v_q_ddrrf,v_d_ama,v_q_ama
0.050150, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000198, 0.000001
0.050200, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000198, 0.000009
0.050250, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000198, 0.000016
0.050300, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000197, 0.000024
0.050350, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000196, 0.000031
0.050400, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000194, 0.000038
0.050450, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000193, 0.000046
0.050500, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000191, 0.000053
0.050550, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000189, 0.000060
0.050600, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000186, 0.000067
0.050650, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000184, 0.000074
0.050700, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000181, 0.000081
0.050750, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000178, 0.000088
0.050800, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000174, 0.000094
0.050850, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000171, 0.000101
0.050900, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000167, 0.000107
0.050950, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000163, 0.000113
0.051000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000158, 0.000119
0.051050, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000154, 0.000125
0.051100, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000149, 0.000131
0.051150, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000144, 0.000137
0.051200, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000138, 0.000142
0.051250, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000133, 0.000147
0.051300, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000127, 0.000152
0.051350, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000121, 0.000157
0.051400, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000115, 0.000161
0.051450, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000109, 0.000165
0.051500, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000103, 0.000169
0.051550, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000097, 0.000173
0.051600, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000090, 0.000177
0.051650, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000083, 0.000180
0.051700, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000076, 0.000183
0.051750, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000069, 0.000186
0.051800, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000062, 0.000188
0.051850, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000055, 0.000190
0.051900, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000048, 0.000192
0.051950, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000041, 0.000194
0.052000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000033, 0.000195
0.052050, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000026, 0.000196
0.052100, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000019, 0.000197
0.052150, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000011, 0.000198
0.052200, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000004, 0.000198
0.052250, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, -0.000004, 0.000198
0.052300, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000011, 0.000198
0.052350, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000019, 0.000197
0.052400, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000026, 0.000196
0.052450, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000033, 0.000195
0.052500, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000041, 0.000194
0.052550, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000048, 0.000192
0.052600, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000055, 0.000190
0.052650, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000062, 0.000188
0.052700, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000069, 0.000186
0.052750, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000076, 0.000183
0.052800, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000083, 0.000180
0.052850, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000090, 0.000177
0.052900, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000097, 0.000173
0.052950, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000103, 0.000169
0.053000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000109, 0.000165
0.053050, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000115, 0.000161
0.053100, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000121, 0.000157
0.053150, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000127, 0.000152
0.053200, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000133, 0.000147
0.053250, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000138, 0.000142
0.053300, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000144, 0.000137
0.053350, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000149, 0.000131
0.053400, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000153, 0.000125
0.053450, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000158, 0.000120
0.053500, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000162, 0.000113
0.053550, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000167, 0.000107
0.053600, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000171, 0.000101
0.053650, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000174, 0.000094
0.053700, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000178, 0.000088
0.053750, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000181, 0.000081
0.053800, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000184, 0.000074
0.053850, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000186, 0.000067
0.053900, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000189, 0.000060
0.053950, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000191, 0.000053
0.054000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000193, 0.000046
0.054050, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000194, 0.000038
0.054100, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000196, 0.000031
0.054150, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000197, 0.000024
0.054200, 0.000000, 0.000000, -0.000000, -0.000000, -0.000000, 0.000000, -0.000198, 0.000016
0.054250, 0.000000, 0.000000, -0.000000, -0.000000, -0.000000, 0.000000, -0.000198, 0.000009
0.054300, 0.000000, 0.000000, -0.000000, -0.000000, -0.000000, 0.000000, -0.000198, 0.000001
0.054350, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000198, -0.000006
0.054400, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000198, -0.000014
0.054450, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000197, -0.000021
0.054500, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000196, -0.000029
0.054550, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000195, -0.000036
0.054600, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000193, -0.000043
0.054650, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000192, -0.000050
0.054700, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000190, -0.000058
0.054750, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000187, -0.000065
0.054800, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000185, -0.000072
0.054850, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000182, -0.000079
0.054900, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000179, -0.000085
0.054950, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000175, -0.000092
0.055000, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000172, -0.000099
0.055050, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000168, -0.000105
0.055100, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000164, -0.000111
0.055150, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000160, -0.000117
0.055200, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000155, -0.000123
0.055250, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000150, -0.000129
0.055300, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000145, -0.000135
0.055350, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000140, -0.000140
0.055400, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000135, -0.000145
0.055450, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000129, -0.000150
0.055500, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000123, -0.000155
0.055550, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000118, -0.000160
0.055600, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000111, -0.000164
0.055650, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000105, -0.000168
0.055700, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000099, -0.000172
0.055750, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000092, -0.000175
0.055800, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000086, -0.000179
0.055850, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000079, -0.000182
0.055900, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000072, -0.000185
0.055950, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000065, -0.000187
0.056000, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000058, -0.000190
0.056050, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000051, -0.000192
0.056100, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000043, -0.000193
0.056150, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000036, -0.000195
0.056200, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000029, -0.000196
0.056250, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000021, -0.000197
0.056300, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000014, -0.000198
0.056350, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000006, -0.000198
0.056400, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000001, -0.000198
0.056450, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000009, -0.000198
0.056500, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000016, -0.000198
0.056550, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000024, -0.000197
0.056600, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000031, -0.000196
0.056650, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000038, -0.000194
0.056700, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000046, -0.000193
0.056750, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000053, -0.000191
0.056800, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000060, -0.000189
0.056850, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000067, -0.000186
0.056900, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000074, -0.000184
0.056950, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000081, -0.000181
0.057000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000088, -0.000178
0.057050, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000094, -0.000174
0.057100, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000101, -0.000171
0.057150, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000107, -0.000167
0.057200, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000113, -0.000163
0.057250, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000119, -0.000158
0.057300, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000125, -0.000154
0.057350, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000131, -0.000149
0.057400, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000137, -0.000144
0.057450, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000142, -0.000138
0.057500, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000147, -0.000133
0.057550, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000152, -0.000127
0.057600, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000157, -0.000121
0.057650, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000161, -0.000115
0.057700, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000165, -0.000109
0.057750, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000169, -0.000103
0.057800, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000173, -0.000097
0.057850, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000177, -0.000090
0.057900, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000180, -0.000083
0.057950, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000183, -0.000076
0.058000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000186, -0.000069
0.058050, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000188, -0.000062
0.058100, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000190, -0.000055
0.058150, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000192, -0.000048
0.058200, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000194, -0.000041
0.058250, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000195, -0.000033
0.058300, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000196, -0.000026
0.058350, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000197, -0.000019
0.058400, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000198, -0.000011
0.058450, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000198, -0.000004
0.058500, 0.000000, 0.000000, -0.000000, 0.000000, -0.000000, -0.000000, 0.000198, 0.000004
0.058550, 0.000000, 0.000000, -0.000000, 0.000000, -0.000000, -0.000000, 0.000198, 0.000011
0.058600, 0.000000, 0.000000, -0.000000, 0.000000, -0.000000, -0.000000, 0.000197, 0.000019
0.058650, 0.000000, 0.000000, -0.000000, 0.000000, -0.000000, -0.000000, 0.000196, 0.000026
0.058700, 0.000000, 0.000000, -0.000000, 0.000000, -0.000000, -0.000000, 0.000195, 0.000033
0.058750, 0.000000, 0.000000, -0.000000, 0.000000, -0.000000, -0.000000, 0.000194, 0.000041
0.058800, 0.000000, 0.000000, -0.000000, 0.000000, -0.000000, -0.000000, 0.000192, 0.000048
0.058850, 0.000000, 0.000000, -0.000000, 0.000000, -0.000000, -0.000000, 0.000190, 0.000055
0.058900, 0.000000, 0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000188, 0.000062
0.058950, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000186, 0.000069
0.059000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000183, 0.000076
0.059050, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000180, 0.000083
0.059100, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000177, 0.000090
0.059150, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000173, 0.000097
0.059200, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000169, 0.000103
0.059250, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000165, 0.000109
0.059300, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000161, 0.000115
0.059350, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000157, 0.000121
0.059400, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000152, 0.000127
0.059450, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000147, 0.000133
0.059500, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000142, 0.000138
0.059550, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000137, 0.000144
0.059600, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000131, 0.000149
0.059650, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000125, 0.000153
0.059700, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000120, 0.000158
0.059750, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000113, 0.000162
0.059800, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000107, 0.000167
0.059850, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000101, 0.000171
0.059900, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000094, 0.000174
0.059950, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000088, 0.000178
0.060000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000081, 0.000181
0.060050, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000074, 0.000184
0.060100, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000067, 0.000186
0.060150, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000060, 0.000189
0.060200, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000053, 0.000191
0.060250, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000046, 0.000193
0.060300, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000038, 0.000194
0.060350, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000031, 0.000196
0.060400, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000024, 0.000197
0.060450, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000016, 0.000198
0.060500, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000009, 0.000198
0.060550, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000001, 0.000198
0.060600, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000006, 0.000198
0.060650, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000014, 0.000198
0.060700, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000021, 0.000197
0.060750, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000029, 0.000196
0.060800, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000036, 0.000195
0.060850, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000043, 0.000193
0.060900, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000050, 0.000192
0.060950, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000058, 0.000190
0.061000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000065, 0.000187
0.061050, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000072, 0.000185
0.061100, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000079, 0.000182
0.061150, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000085, 0.000179
0.061200, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000092, 0.000175
0.061250, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000099, 0.000172
0.061300, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000105, 0.000168
0.061350, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000111, 0.000164
0.061400, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000117, 0.000160
0.061450, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000123, 0.000155
0.061500, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000129, 0.000150
0.061550, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000135, 0.000145
0.061600, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000140, 0.000140
0.061650, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000145, 0.000135
0.061700, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000150, 0.000129
0.061750, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000155, 0.000123
0.061800, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000160, 0.000118
0.061850, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000164, 0.000111
0.061900, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000168, 0.000105
0.061950, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000172, 0.000099
0.062000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000175, 0.000092
0.062050, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000179, 0.000086
0.062100, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000182, 0.000079
0.062150, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000185, 0.000072
0.062200, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000187, 0.000065
0.062250, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000190, 0.000058
0.062300, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000192, 0.000051
0.062350, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000193, 0.000043
0.062400, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000195, 0.000036
0.062450, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000196, 0.000029
0.062500, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000197, 0.000021
0.062550, 0.000000, 0.000000, -0.000000, -0.000000, -0.000000, 0.000000, -0.000198, 0.000014
0.062600, 0.000000, 0.000000, -0.000000, -0.000000, -0.000000, 0.000000, -0.000198, 0.000006
0.062650, 0.000000, 0.000000, -0.000000, -0.000000, -0.000000, 0.000000, -0.000198, -0.000001
0.062700, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000198, -0.000009
0.062750, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000198, -0.000016
0.062800, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000197, -0.000024
0.062850, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000196, -0.000031
0.062900, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000194, -0.000038
0.062950, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000193, -0.000046
0.063000, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000191, -0.000053
0.063050, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000189, -0.000060
0.063100, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000186, -0.000067
0.063150, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000184, -0.000074
0.063200, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000181, -0.000081
